IP1,IP2,IP3,IP4,IP5,IP6,Average,Predikat
3.70,3.78,3.93,3.72,3.57,3.88,3.76,Cumlaude
3.65,3.82,2.52,3.84,3.65,2.49,3.33,Sangat Memuaskan
3.53,3.77,3.83,3.82,3.77,3.58,3.72,Cumlaude
3.62,3.51,3.57,3.98,3.57,3.60,3.64,Cumlaude
3.79,3.75,3.92,3.92,3.91,3.71,3.84,Cumlaude
3.51,3.56,3.90,3.69,3.56,3.77,3.66,Cumlaude
3.61,3.52,3.93,3.15,3.91,3.47,3.60,Cumlaude
3.66,3.71,3.67,3.88,3.97,3.61,3.75,Cumlaude
3.62,3.63,3.66,3.92,3.57,3.68,3.68,Cumlaude
3.65,3.51,3.54,3.58,3.97,3.99,3.71,Cumlaude
3.98,3.99,3.53,3.53,3.93,3.91,3.81,Cumlaude
4.00,2.70,3.56,2.94,3.86,3.00,3.34,Sangat Memuaskan
3.85,3.73,3.99,3.61,3.95,3.68,3.80,Cumlaude
3.91,3.72,3.62,3.92,3.64,3.68,3.75,Cumlaude
3.60,3.87,3.70,3.67,3.90,3.94,3.78,Cumlaude
3.72,3.59,3.85,3.83,3.76,3.98,3.79,Cumlaude
3.39,2.16,3.44,3.94,3.85,3.45,3.37,Sangat Memuaskan
3.78,3.79,3.51,3.58,3.52,3.68,3.64,Cumlaude
3.64,3.56,3.94,3.79,3.65,3.63,3.70,Cumlaude
3.71,3.99,3.87,3.98,3.87,3.68,3.85,Cumlaude
3.57,3.64,3.92,3.89,3.93,3.83,3.80,Cumlaude
3.53,3.26,2.98,3.96,2.65,3.57,3.33,Sangat Memuaskan
3.68,3.97,3.56,3.66,3.57,3.95,3.73,Cumlaude
3.52,3.56,3.70,3.50,3.70,3.53,3.58,Cumlaude
3.52,3.88,3.63,3.66,3.68,3.99,3.73,Cumlaude
3.66,3.71,3.99,3.86,3.87,3.70,3.80,Cumlaude
3.06,3.73,2.60,3.81,2.52,2.52,3.04,Sangat Memuaskan
3.60,3.52,3.75,3.50,3.81,3.99,3.70,Cumlaude
3.56,3.73,3.95,3.98,3.59,3.73,3.76,Cumlaude
3.87,3.61,3.68,3.90,3.54,3.78,3.73,Cumlaude
3.76,3.92,3.50,3.52,3.58,3.98,3.71,Cumlaude
3.46,3.37,3.59,2.22,3.57,3.75,3.33,Sangat Memuaskan
3.81,3.74,3.80,3.79,3.78,3.59,3.75,Cumlaude
3.83,3.76,3.98,3.77,3.84,3.70,3.81,Cumlaude
3.50,3.86,3.58,3.93,3.77,3.67,3.72,Cumlaude
3.60,3.88,3.69,3.78,3.59,3.76,3.72,Cumlaude
3.31,3.03,2.86,3.05,2.03,2.95,2.87,Sangat Memuaskan
3.76,3.78,3.86,3.77,3.68,3.53,3.73,Cumlaude
3.68,4.00,3.67,3.76,3.63,3.97,3.78,Cumlaude
3.62,3.79,3.80,3.69,3.90,3.65,3.74,Cumlaude
3.89,3.97,3.85,3.79,3.74,3.59,3.80,Cumlaude
3.69,2.95,3.25,2.61,3.32,3.86,3.28,Sangat Memuaskan
3.60,3.84,3.73,3.51,3.99,3.92,3.76,Cumlaude
3.97,3.92,3.61,3.60,3.91,3.57,3.76,Cumlaude
3.72,3.78,3.81,3.60,3.61,3.58,3.69,Cumlaude
3.93,3.52,3.60,3.91,3.77,3.58,3.72,Cumlaude
3.71,3.77,2.91,2.04,2.00,2.85,2.88,Sangat Memuaskan
3.51,3.82,3.81,3.97,3.64,3.77,3.75,Cumlaude
3.99,3.56,3.73,3.63,3.75,3.75,3.73,Cumlaude
3.89,3.97,3.54,3.82,3.62,3.79,3.77,Cumlaude
3.52,3.77,3.59,3.83,3.88,3.72,3.72,Cumlaude
3.78,3.85,2.15,3.58,2.28,2.10,2.96,Sangat Memuaskan
3.97,3.61,3.99,3.70,3.52,3.63,3.74,Cumlaude
3.79,3.73,3.97,3.54,4.00,3.61,3.77,Cumlaude
3.89,3.90,3.68,3.62,3.51,3.97,3.76,Cumlaude
3.99,3.98,3.56,3.74,3.50,3.60,3.73,Cumlaude
3.42,2.32,2.39,3.10,2.94,2.52,2.78,Sangat Memuaskan
3.78,3.98,3.59,3.59,3.51,3.51,3.66,Cumlaude
3.61,3.67,3.96,3.52,3.87,3.60,3.70,Cumlaude
3.60,3.71,3.66,3.62,3.92,3.78,3.71,Cumlaude
3.62,3.75,3.67,3.70,3.65,3.52,3.65,Cumlaude
3.96,2.31,3.38,2.82,3.77,2.15,3.07,Sangat Memuaskan
3.67,3.89,3.87,3.88,3.64,3.78,3.79,Cumlaude
3.52,3.93,3.98,3.82,4.00,3.82,3.85,Cumlaude
3.80,3.91,3.59,3.75,3.60,3.81,3.74,Cumlaude
3.57,3.89,3.64,3.78,3.90,3.69,3.74,Cumlaude
3.54,3.10,2.84,3.56,2.03,3.45,3.09,Sangat Memuaskan
3.94,3.90,3.65,3.87,3.66,3.92,3.82,Cumlaude
3.93,3.60,3.55,3.63,3.96,3.63,3.72,Cumlaude
3.52,3.68,3.62,3.67,3.92,3.80,3.70,Cumlaude
3.63,3.78,3.56,3.68,3.91,3.66,3.70,Cumlaude
3.73,2.72,2.65,3.96,2.80,2.48,3.06,Sangat Memuaskan
3.69,3.95,3.79,3.67,3.91,3.55,3.76,Cumlaude
3.67,3.78,3.94,3.67,3.84,3.76,3.78,Cumlaude
3.87,3.52,3.86,3.81,3.50,3.95,3.75,Cumlaude
3.84,3.65,3.57,3.80,3.65,3.56,3.68,Cumlaude
3.11,3.76,3.50,2.42,3.03,2.40,3.04,Sangat Memuaskan
3.61,3.81,3.95,3.57,3.80,3.67,3.73,Cumlaude
3.89,3.61,3.56,3.63,3.77,3.55,3.67,Cumlaude
3.70,3.68,3.63,3.75,3.96,3.91,3.77,Cumlaude
3.88,3.85,3.98,3.82,3.78,3.98,3.88,Cumlaude
3.64,2.53,3.11,2.58,3.49,3.90,3.21,Sangat Memuaskan
3.65,3.81,3.67,3.57,3.78,3.73,3.70,Cumlaude
3.73,3.73,3.64,3.73,3.74,3.98,3.76,Cumlaude
3.91,3.73,3.83,3.65,3.85,3.51,3.75,Cumlaude
3.98,3.58,3.92,3.80,3.95,3.87,3.85,Cumlaude
3.50,2.08,2.76,3.89,2.35,2.86,2.91,Sangat Memuaskan
3.97,3.58,3.98,3.81,3.91,3.67,3.82,Cumlaude
3.65,3.75,3.69,3.50,3.75,3.73,3.68,Cumlaude
3.59,3.82,3.69,3.53,3.96,3.79,3.73,Cumlaude
3.75,3.67,3.67,3.88,3.72,3.82,3.75,Cumlaude
3.89,2.48,2.26,3.71,3.58,3.59,3.25,Sangat Memuaskan
3.77,3.63,3.73,3.95,3.52,3.90,3.75,Cumlaude
3.58,3.83,3.89,3.81,3.68,3.81,3.77,Cumlaude
3.88,3.98,3.82,3.81,3.65,3.99,3.86,Cumlaude
3.75,3.85,3.65,3.53,3.83,3.61,3.70,Cumlaude
3.02,2.64,2.75,3.53,3.94,2.33,3.04,Sangat Memuaskan
3.92,3.95,3.77,3.69,3.58,3.56,3.75,Cumlaude
3.97,3.68,3.68,3.84,3.96,3.82,3.82,Cumlaude
3.77,3.59,3.66,3.52,3.70,3.95,3.70,Cumlaude
3.71,3.63,3.77,3.76,3.86,3.84,3.76,Cumlaude
3.90,3.52,2.70,3.42,2.29,2.15,3.00,Sangat Memuaskan
3.84,3.94,3.67,3.52,3.81,3.96,3.79,Cumlaude
3.70,3.61,3.86,3.74,3.59,3.53,3.67,Cumlaude
3.95,3.57,3.78,3.51,3.75,3.77,3.72,Cumlaude
3.84,3.90,3.53,3.66,3.72,3.80,3.74,Cumlaude
3.51,2.74,3.46,2.32,3.11,2.56,2.95,Sangat Memuaskan
3.91,3.59,3.98,3.70,3.91,3.70,3.80,Cumlaude
3.89,3.97,3.75,3.86,3.70,3.61,3.80,Cumlaude
3.75,3.82,3.74,3.81,3.95,3.72,3.80,Cumlaude
3.99,4.00,3.97,3.70,3.79,3.56,3.83,Cumlaude
3.66,3.55,2.41,2.57,2.85,3.51,3.09,Sangat Memuaskan
3.57,3.89,3.63,3.64,3.88,3.52,3.69,Cumlaude
3.86,3.66,3.91,3.77,3.94,3.89,3.84,Cumlaude
3.93,3.92,3.71,3.77,3.85,3.79,3.83,Cumlaude
3.64,3.92,3.83,3.82,3.68,3.72,3.77,Cumlaude
3.83,3.59,2.66,3.49,2.34,2.73,3.11,Sangat Memuaskan
3.56,3.66,3.93,3.65,3.83,3.91,3.76,Cumlaude
3.72,3.83,3.89,3.96,3.99,3.79,3.86,Cumlaude
3.69,3.74,3.57,3.82,3.87,3.87,3.76,Cumlaude
3.85,3.60,3.70,3.79,3.59,3.90,3.74,Cumlaude
3.90,2.13,3.62,2.54,3.31,3.04,3.09,Sangat Memuaskan
3.52,3.59,3.50,3.51,3.55,3.55,3.54,Cumlaude
3.92,3.50,3.57,3.70,3.75,3.87,3.72,Cumlaude
3.88,3.90,3.96,3.73,3.99,3.98,3.91,Cumlaude
3.72,3.71,3.89,3.87,3.74,3.88,3.80,Cumlaude
3.59,2.10,2.98,3.09,3.00,3.00,2.96,Sangat Memuaskan
3.81,3.98,4.00,3.93,3.91,4.00,3.94,Cumlaude
3.92,3.98,3.76,3.91,3.82,3.79,3.86,Cumlaude
3.98,3.59,3.93,3.83,3.72,3.76,3.80,Cumlaude
3.51,3.58,3.73,3.63,3.86,3.76,3.68,Cumlaude
3.07,3.67,2.06,3.90,2.27,3.06,3.01,Sangat Memuaskan
3.79,3.57,3.52,3.87,3.77,3.95,3.75,Cumlaude
3.63,3.58,3.96,3.80,3.85,3.53,3.72,Cumlaude
3.82,3.68,3.55,3.78,3.90,3.96,3.78,Cumlaude
3.67,3.90,3.80,3.78,3.76,3.92,3.80,Cumlaude
3.39,3.33,3.37,2.67,3.39,2.92,3.18,Sangat Memuaskan
3.97,3.80,3.68,3.99,3.89,3.69,3.84,Cumlaude
3.66,3.70,3.64,3.59,3.77,3.86,3.70,Cumlaude
3.64,3.60,3.85,3.78,3.70,3.55,3.69,Cumlaude
3.88,3.63,3.95,3.88,3.62,3.82,3.80,Cumlaude
3.67,2.11,2.52,2.17,3.61,2.06,2.69,Memuaskan
3.97,3.53,3.65,3.83,3.87,3.70,3.76,Cumlaude
3.84,3.78,3.63,3.70,3.91,3.89,3.79,Cumlaude
3.54,3.79,3.70,3.91,3.67,3.60,3.70,Cumlaude
3.77,3.93,3.50,3.97,3.57,3.58,3.72,Cumlaude
3.30,2.37,3.51,2.09,2.54,3.13,2.82,Sangat Memuaskan
3.79,3.82,3.86,3.67,3.68,3.53,3.73,Cumlaude
3.72,3.70,3.80,3.51,3.54,3.97,3.71,Cumlaude
3.75,3.68,3.65,3.69,3.95,3.87,3.77,Cumlaude
3.84,3.85,3.97,3.83,3.81,3.64,3.83,Cumlaude
3.04,2.88,3.34,3.14,2.39,2.99,2.97,Sangat Memuaskan
3.62,3.70,3.74,3.85,3.88,3.91,3.78,Cumlaude
3.95,3.82,3.58,3.99,3.94,3.72,3.83,Cumlaude
3.69,3.90,3.56,3.93,3.67,3.73,3.75,Cumlaude
3.79,3.96,3.59,3.74,3.87,3.77,3.79,Cumlaude
3.78,3.78,3.21,2.38,2.76,3.89,3.30,Sangat Memuaskan
3.98,3.52,3.69,3.92,3.60,3.72,3.74,Cumlaude
3.96,3.70,3.68,3.54,3.71,3.89,3.75,Cumlaude
3.84,3.58,3.64,3.80,4.00,3.90,3.79,Cumlaude
3.88,3.54,3.79,3.84,3.93,3.64,3.77,Cumlaude
3.51,2.38,3.16,3.14,3.47,2.23,2.98,Sangat Memuaskan
3.82,3.62,3.58,3.55,3.57,3.63,3.63,Cumlaude
3.53,3.88,3.91,3.58,3.66,3.89,3.74,Cumlaude
3.84,3.81,3.53,3.70,3.84,3.77,3.75,Cumlaude
3.80,3.65,3.52,3.80,3.64,3.89,3.72,Cumlaude
3.48,3.09,2.13,3.76,2.86,3.86,3.20,Sangat Memuaskan
3.58,3.60,4.00,3.71,3.74,3.86,3.75,Cumlaude
3.55,3.77,3.84,3.70,3.92,3.82,3.77,Cumlaude
3.60,3.58,3.80,3.62,3.89,3.59,3.68,Cumlaude
3.50,3.76,3.79,3.77,3.89,3.99,3.78,Cumlaude
3.40,3.29,2.77,3.72,3.02,3.82,3.34,Sangat Memuaskan
3.83,3.50,3.81,3.81,3.82,3.87,3.77,Cumlaude
3.76,3.55,3.50,3.90,3.72,3.97,3.73,Cumlaude
3.71,3.58,3.98,3.69,3.85,3.64,3.74,Cumlaude
3.94,3.92,3.56,3.89,3.84,3.72,3.81,Cumlaude
3.21,2.56,2.36,3.73,3.85,2.34,3.01,Sangat Memuaskan
3.84,3.54,3.89,3.75,3.93,3.51,3.74,Cumlaude
3.79,3.94,3.97,3.93,3.87,3.62,3.86,Cumlaude
3.93,3.67,3.79,3.81,3.52,3.74,3.74,Cumlaude
3.96,3.87,3.58,3.86,3.87,3.66,3.80,Cumlaude
3.38,3.51,2.84,2.90,3.90,2.75,3.22,Sangat Memuaskan
3.88,3.79,3.57,3.82,3.94,3.54,3.76,Cumlaude
3.61,3.57,3.54,3.51,3.57,3.52,3.55,Cumlaude
3.77,3.62,3.73,3.60,3.72,3.97,3.73,Cumlaude
3.91,3.88,3.51,3.94,3.81,3.60,3.78,Cumlaude
3.98,2.26,3.01,3.58,2.50,2.44,2.96,Sangat Memuaskan
3.81,3.82,3.88,3.72,3.81,3.98,3.84,Cumlaude
3.74,3.52,3.88,3.54,4.00,3.53,3.70,Cumlaude
3.94,3.85,3.77,3.60,3.51,3.65,3.72,Cumlaude
3.79,3.68,3.52,3.86,3.76,3.59,3.70,Cumlaude
3.61,2.49,3.11,2.12,2.50,2.86,2.78,Sangat Memuaskan
3.96,3.89,3.71,3.88,3.57,3.72,3.79,Cumlaude
3.91,3.70,3.73,3.71,3.55,3.68,3.71,Cumlaude
3.59,3.68,3.87,3.60,3.52,3.71,3.66,Cumlaude
3.51,3.56,3.59,3.57,3.67,3.90,3.63,Cumlaude
3.10,2.95,2.79,4.00,2.41,3.00,3.04,Sangat Memuaskan
3.75,3.51,3.56,3.55,3.64,3.85,3.64,Cumlaude
3.73,3.98,3.80,3.71,3.78,3.73,3.79,Cumlaude
3.78,3.59,3.77,3.71,3.77,3.91,3.76,Cumlaude
3.63,3.69,3.69,3.80,3.62,3.94,3.73,Cumlaude
3.45,3.63,3.92,3.37,3.44,3.10,3.48,Sangat Memuaskan
3.54,3.55,3.50,3.70,3.99,3.80,3.68,Cumlaude
3.73,3.77,3.64,3.98,3.97,3.75,3.81,Cumlaude
3.67,3.73,3.94,3.72,3.94,3.52,3.75,Cumlaude
3.63,3.94,3.86,3.61,3.54,3.78,3.73,Cumlaude
3.68,2.39,3.55,2.66,2.27,2.38,2.82,Sangat Memuaskan
3.94,3.82,3.80,3.73,3.80,3.71,3.80,Cumlaude
3.68,3.53,3.71,3.91,3.66,3.93,3.74,Cumlaude
3.88,3.62,3.81,3.63,3.62,3.68,3.71,Cumlaude
3.89,3.72,3.54,3.50,3.75,3.79,3.70,Cumlaude
3.63,3.68,2.29,3.24,2.00,3.91,3.13,Sangat Memuaskan
3.54,3.75,3.74,3.51,3.94,3.73,3.70,Cumlaude
3.88,3.55,3.90,3.63,3.96,3.82,3.79,Cumlaude
3.99,3.77,3.88,3.68,3.95,3.84,3.85,Cumlaude
3.99,3.63,3.85,3.51,3.86,3.68,3.75,Cumlaude
3.09,3.35,2.97,3.68,2.90,2.61,3.10,Sangat Memuaskan
3.77,3.66,3.77,3.99,3.60,3.92,3.79,Cumlaude
3.93,3.83,3.91,3.64,3.97,3.89,3.86,Cumlaude
3.52,3.98,3.92,3.55,3.92,3.51,3.73,Cumlaude
3.93,3.62,3.94,3.78,3.59,3.79,3.77,Cumlaude
3.66,2.95,3.34,2.82,3.89,2.15,3.13,Sangat Memuaskan
3.86,3.58,3.66,3.58,3.97,3.54,3.70,Cumlaude
3.92,3.96,3.52,3.62,3.80,3.51,3.72,Cumlaude
3.71,3.71,3.88,3.55,3.80,3.53,3.70,Cumlaude
3.66,3.70,3.59,3.68,3.70,3.55,3.65,Cumlaude
3.45,3.37,2.71,2.67,2.99,3.49,3.11,Sangat Memuaskan
3.79,3.59,3.78,3.59,3.99,3.98,3.79,Cumlaude
3.78,3.93,3.83,3.90,3.80,3.63,3.81,Cumlaude
3.69,3.83,3.77,3.77,3.92,3.65,3.77,Cumlaude
3.94,3.96,3.66,3.71,3.74,3.76,3.79,Cumlaude
3.15,2.17,3.22,2.82,2.59,2.70,2.78,Sangat Memuaskan
3.62,3.77,3.50,3.82,3.64,3.63,3.66,Cumlaude
3.79,3.63,3.88,3.59,3.93,3.88,3.78,Cumlaude
3.69,3.68,3.68,3.64,3.98,3.83,3.75,Cumlaude
3.68,3.96,3.98,3.84,3.71,3.98,3.86,Cumlaude
3.82,2.14,3.47,2.33,2.95,2.02,2.79,Sangat Memuaskan
3.78,3.90,3.71,3.80,3.93,3.57,3.78,Cumlaude
3.89,3.64,3.61,3.76,3.51,3.76,3.69,Cumlaude
3.91,3.52,3.96,3.55,3.95,3.63,3.75,Cumlaude
3.99,3.77,3.58,3.55,3.83,3.82,3.76,Cumlaude
3.34,3.42,2.35,2.80,3.75,2.01,2.95,Sangat Memuaskan
3.93,3.99,3.91,3.77,3.84,3.64,3.85,Cumlaude
3.69,3.77,3.80,3.97,3.95,3.94,3.85,Cumlaude
3.85,3.51,3.68,3.84,3.71,3.62,3.70,Cumlaude
3.73,3.97,3.73,3.92,3.83,3.87,3.84,Cumlaude
3.71,2.44,2.72,3.70,2.33,3.23,3.02,Sangat Memuaskan
3.88,3.58,3.51,3.96,4.00,3.75,3.78,Cumlaude
3.89,3.64,3.60,3.71,3.94,3.67,3.74,Cumlaude
3.71,3.93,3.92,3.63,3.94,3.52,3.77,Cumlaude
3.55,3.87,3.85,3.59,3.85,3.60,3.72,Cumlaude
3.40,2.41,2.54,2.19,2.61,2.48,2.61,Memuaskan
3.98,3.97,3.74,3.88,3.84,3.91,3.89,Cumlaude
3.57,3.61,3.75,3.57,3.81,3.71,3.67,Cumlaude
3.61,3.83,3.72,3.63,3.54,3.74,3.68,Cumlaude
3.63,3.77,3.68,3.78,3.61,3.70,3.70,Cumlaude
3.21,2.33,2.48,2.45,3.92,3.73,3.02,Sangat Memuaskan
3.85,3.55,3.62,3.90,3.74,3.59,3.71,Cumlaude
3.88,3.74,3.66,3.94,3.86,3.84,3.82,Cumlaude
3.79,3.82,3.60,3.75,3.65,3.86,3.75,Cumlaude
3.66,3.68,3.97,3.89,3.83,3.83,3.81,Cumlaude
3.54,2.12,3.58,2.61,3.21,2.79,2.98,Sangat Memuaskan
3.62,3.71,3.53,3.99,3.56,3.86,3.71,Cumlaude
3.84,3.72,3.76,3.88,3.95,3.67,3.80,Cumlaude
3.70,3.99,3.62,3.69,3.52,3.90,3.74,Cumlaude
3.51,3.63,3.58,3.87,3.75,3.60,3.66,Cumlaude
3.41,3.11,3.31,2.18,2.41,3.72,3.02,Sangat Memuaskan
3.61,3.86,3.51,3.84,3.64,3.90,3.72,Cumlaude
3.73,3.93,3.96,3.76,3.76,3.65,3.80,Cumlaude
3.83,3.77,3.78,4.00,3.94,3.97,3.88,Cumlaude
3.74,3.57,3.91,3.67,3.70,4.00,3.77,Cumlaude
3.29,2.22,3.46,3.79,3.78,2.05,3.10,Sangat Memuaskan
3.51,3.86,3.53,3.51,3.69,3.92,3.67,Cumlaude
3.65,3.64,3.58,3.81,3.88,3.56,3.69,Cumlaude
3.53,3.88,3.86,3.64,3.73,3.64,3.71,Cumlaude
3.65,3.75,3.89,3.89,3.69,3.93,3.80,Cumlaude
3.56,3.38,2.78,2.19,2.88,2.19,2.83,Sangat Memuaskan
3.52,3.96,3.96,3.87,3.89,3.79,3.83,Cumlaude
3.59,3.87,3.63,3.60,3.56,3.93,3.70,Cumlaude
3.66,3.52,3.80,3.51,3.99,3.72,3.70,Cumlaude
3.99,3.85,3.93,3.69,3.76,3.58,3.80,Cumlaude
3.80,3.23,2.44,3.85,2.32,3.88,3.25,Sangat Memuaskan
3.88,3.96,3.71,3.88,3.81,3.73,3.83,Cumlaude
3.94,3.80,3.94,3.62,3.97,3.81,3.85,Cumlaude
3.66,3.54,3.98,3.97,3.96,3.60,3.79,Cumlaude
3.55,3.52,3.98,3.91,3.76,3.85,3.76,Cumlaude
3.68,3.79,2.99,2.48,3.31,3.90,3.36,Sangat Memuaskan
3.62,3.74,3.67,3.63,3.78,3.53,3.66,Cumlaude
3.58,3.57,3.78,3.75,3.90,3.79,3.73,Cumlaude
3.57,3.99,3.88,3.84,3.91,3.72,3.82,Cumlaude
3.84,3.79,3.75,3.70,3.70,3.99,3.80,Cumlaude
3.45,2.46,3.49,2.03,2.58,2.74,2.79,Sangat Memuaskan
3.81,3.62,3.56,3.97,3.59,3.52,3.68,Cumlaude
3.73,3.59,3.54,3.64,3.99,3.69,3.70,Cumlaude
3.82,3.76,3.92,3.74,3.58,3.56,3.73,Cumlaude
3.99,3.72,3.51,3.53,3.60,3.88,3.70,Cumlaude
3.38,3.51,3.18,3.81,3.35,3.63,3.47,Sangat Memuaskan
3.63,3.64,3.95,3.81,3.54,3.70,3.71,Cumlaude
3.67,3.57,3.89,3.58,3.77,4.00,3.75,Cumlaude
3.82,3.99,3.73,3.57,3.53,3.73,3.73,Cumlaude
3.75,3.78,3.55,3.95,3.88,3.93,3.81,Cumlaude
3.69,2.77,3.89,2.32,2.22,3.85,3.13,Sangat Memuaskan
3.56,3.78,3.51,3.82,3.91,3.62,3.70,Cumlaude
3.59,3.60,3.89,3.93,3.99,3.57,3.76,Cumlaude
3.70,3.53,3.63,3.87,3.80,3.76,3.72,Cumlaude
3.53,3.84,3.63,3.55,3.70,3.51,3.63,Cumlaude
3.11,3.90,2.57,2.43,2.09,3.07,2.86,Sangat Memuaskan
3.95,3.61,4.00,3.81,3.97,3.51,3.81,Cumlaude
3.78,3.66,3.72,3.89,3.84,3.94,3.81,Cumlaude
3.83,3.74,3.59,3.69,3.67,3.66,3.70,Cumlaude
3.94,3.99,3.76,3.53,3.56,3.82,3.77,Cumlaude
3.66,3.85,2.58,2.02,3.53,3.76,3.24,Sangat Memuaskan
3.81,3.92,3.86,3.97,3.97,3.75,3.88,Cumlaude
3.77,3.80,3.91,3.70,3.66,3.52,3.73,Cumlaude
3.55,3.58,3.66,3.95,3.74,3.57,3.67,Cumlaude
3.54,3.92,3.96,3.63,3.58,3.63,3.71,Cumlaude
3.21,2.53,2.58,3.47,2.96,3.02,2.96,Sangat Memuaskan
3.94,3.95,3.99,3.57,3.66,3.89,3.83,Cumlaude
3.65,3.85,3.82,3.51,3.57,3.77,3.70,Cumlaude
3.61,3.58,3.57,3.88,3.98,3.69,3.72,Cumlaude
3.61,3.60,3.76,3.53,3.99,3.73,3.70,Cumlaude
3.97,3.79,3.63,2.58,2.30,3.59,3.31,Sangat Memuaskan
3.60,3.69,4.00,3.88,3.97,3.90,3.84,Cumlaude
3.80,3.58,3.95,3.96,3.86,3.87,3.84,Cumlaude
3.87,3.54,3.88,3.80,3.92,3.52,3.75,Cumlaude
3.66,3.75,3.87,3.86,3.53,3.56,3.71,Cumlaude
3.37,2.42,3.27,2.61,2.42,3.52,2.93,Sangat Memuaskan
3.91,3.74,3.96,3.91,3.92,3.82,3.88,Cumlaude
3.87,3.60,3.69,3.53,3.85,3.94,3.75,Cumlaude
3.51,3.98,3.65,3.91,3.80,3.85,3.78,Cumlaude
3.96,3.53,3.93,4.00,3.68,3.73,3.81,Cumlaude
3.16,3.25,2.41,2.84,2.79,2.45,2.82,Sangat Memuaskan
3.77,3.79,3.52,3.57,3.67,3.74,3.68,Cumlaude
3.94,3.57,3.99,3.57,3.69,3.59,3.73,Cumlaude
3.78,3.71,3.71,3.67,3.74,3.79,3.73,Cumlaude
3.93,3.94,3.99,3.64,3.89,3.76,3.86,Cumlaude
3.73,3.70,2.89,3.14,2.59,2.66,3.12,Sangat Memuaskan
3.91,3.83,3.66,3.52,3.98,4.00,3.82,Cumlaude
3.86,3.50,3.61,3.70,3.94,3.76,3.73,Cumlaude
3.89,3.52,3.71,3.74,3.54,3.74,3.69,Cumlaude
3.90,3.51,3.95,3.87,3.86,3.84,3.82,Cumlaude
3.08,2.02,2.85,3.51,2.84,3.18,2.92,Sangat Memuaskan
3.84,3.57,3.65,3.94,3.97,3.63,3.77,Cumlaude
3.88,3.54,3.86,3.92,3.62,3.93,3.79,Cumlaude
3.81,3.68,3.69,3.80,3.66,3.84,3.75,Cumlaude
3.98,3.82,3.62,3.77,3.53,3.54,3.71,Cumlaude
3.13,3.45,2.94,2.80,3.21,3.37,3.15,Sangat Memuaskan
3.96,3.78,3.57,3.56,3.74,3.83,3.74,Cumlaude
3.62,3.51,3.72,3.65,3.95,3.52,3.66,Cumlaude
3.80,3.85,3.87,3.75,3.87,3.89,3.84,Cumlaude
3.79,3.86,3.80,3.67,3.75,3.80,3.78,Cumlaude
3.22,3.30,3.90,3.37,2.72,3.88,3.40,Sangat Memuaskan
3.98,3.72,3.89,3.92,3.56,3.86,3.82,Cumlaude
3.80,3.74,3.99,3.75,3.58,3.52,3.73,Cumlaude
3.64,3.85,3.60,3.97,3.98,3.63,3.78,Cumlaude
3.59,3.59,3.98,3.68,3.83,3.97,3.77,Cumlaude
3.59,2.78,2.77,3.38,3.85,2.90,3.21,Sangat Memuaskan
3.72,3.51,3.88,3.93,3.87,3.80,3.79,Cumlaude
3.95,3.70,3.54,3.78,3.68,3.73,3.73,Cumlaude
3.72,3.61,3.94,3.73,3.64,3.67,3.72,Cumlaude
3.93,3.89,3.96,3.90,3.98,3.94,3.93,Cumlaude
3.98,2.36,3.58,3.22,3.48,3.95,3.43,Sangat Memuaskan
3.57,3.61,3.87,3.84,3.52,3.95,3.73,Cumlaude
3.80,3.52,3.60,4.00,3.83,3.55,3.72,Cumlaude
3.74,3.86,3.90,3.58,3.56,3.75,3.73,Cumlaude
3.73,3.98,3.86,3.79,3.89,3.53,3.79,Cumlaude
3.84,3.14,3.48,2.47,2.36,2.65,2.99,Sangat Memuaskan
3.52,3.87,3.55,3.93,3.79,3.54,3.70,Cumlaude
3.51,3.78,3.53,3.90,3.57,3.55,3.64,Cumlaude
3.61,3.94,3.62,3.54,3.82,3.93,3.74,Cumlaude
3.84,3.66,3.58,3.91,3.65,3.95,3.77,Cumlaude
3.61,3.62,3.16,3.13,2.99,2.01,3.09,Sangat Memuaskan
3.63,3.56,3.88,3.63,3.84,3.67,3.70,Cumlaude
3.98,3.61,3.52,3.98,3.85,3.55,3.75,Cumlaude
3.80,3.87,3.72,3.68,3.72,3.53,3.72,Cumlaude
3.57,3.53,3.92,3.67,3.78,3.68,3.69,Cumlaude
3.98,2.54,3.10,3.78,3.79,3.84,3.50,Sangat Memuaskan
3.87,3.66,3.73,3.85,3.74,3.73,3.76,Cumlaude
3.77,3.65,3.81,3.87,3.65,3.98,3.79,Cumlaude
3.67,3.55,3.76,3.87,3.84,3.86,3.76,Cumlaude
3.96,3.88,3.84,3.80,3.57,3.98,3.84,Cumlaude
3.90,2.82,2.78,2.37,3.79,2.78,3.07,Sangat Memuaskan
3.65,3.54,3.83,3.76,3.67,3.61,3.68,Cumlaude
3.60,3.62,3.71,3.97,3.55,3.73,3.70,Cumlaude
3.70,4.00,3.81,3.75,3.55,3.77,3.76,Cumlaude
3.74,3.68,3.85,3.69,3.88,3.88,3.79,Cumlaude
3.30,3.73,2.98,3.33,3.15,2.84,3.22,Sangat Memuaskan
3.64,3.81,3.94,3.68,3.83,3.64,3.76,Cumlaude
3.86,3.75,3.71,3.53,3.65,3.85,3.72,Cumlaude
3.61,3.74,3.58,3.57,3.98,3.65,3.69,Cumlaude
